NeuronA,NeuronB,Relatedness
ADER,RMHR,15.0
ADER,SAADL,18.0
ADER,SAADR,18.0
ADER,SAAVL,16.0
ADER,SAAVR,14.0
ADER,SABD,16.0
ADER,SABVL,17.0
ADER,SABVR,15.0
ADER,SDQL,19.0
ADER,SDQR,11.0
ADER,SIADL,16.0
ADER,SIADR,14.0
ADER,SIAVL,16.0
ADER,SIAVR,14.0
ADER,SIBDL,16.0
ADER,SIBDR,14.0
ADER,SIBVL,16.0
ADER,SIBVR,14.0
ADER,SMBDL,19.0
ADER,SMBDR,19.0
ADER,SMBVL,18.0
ADER,SMBVR,18.0
ADER,SMDDL,16.0
ADER,SMDDR,14.0
ADER,SMDVL,18.0
ADER,SMDVR,18.0
ADER,URADL,16.0
ADER,URADR,18.0
ADER,URAVL,16.0
ADER,URAVR,14.0
ADER,URBL,16.0
ADER,URBR,12.0
ADER,URXL,17.0
ADER,URXR,19.0
ADER,URYDL,18.0
ADER,URYDR,18.0
ADER,URYVL,16.0
ADER,URYVR,14.0
ADER,VA01,7.0
ADER,VA02,19.0
ADER,VA03,13.0
ADER,VA04,19.0
ADER,VA05,13.0
ADER,VA06,19.0
ADER,VA07,13.0
ADER,VA08,19.0
ADER,VA09,11.0
ADER,VA10,19.0
ADER,VA11,19.0
ADER,VA12,11.0
ADER,VB01,9.0
ADER,VB02,8.0
ADER,VB03,19.0
ADER,VB04,13.0
ADER,VB05,19.0
ADER,VB06,13.0
ADER,VB07,19.0
ADER,VB08,13.0
ADER,VB09,19.0
ADER,VB10,11.0
ADER,VB11,19.0
ADER,VC01,12.0
ADER,VC02,18.0
ADER,VC03,12.0
ADER,VC04,18.0
ADER,VC05,12.0
ADER,VD01,7.0
ADER,VD02,8.0
ADER,VD03,18.0
ADER,VD04,12.0
ADER,VD05,18.0
ADER,VD06,12.0
ADER,VD07,18.0
ADER,VD08,12.0
ADER,VD09,18.0
ADER,VD10,10.0
ADER,VD11,18.0
ADER,VD12,18.0
ADER,VD13,10.0
ADFL,ADFR,17.0
ADFL,ADLL,5.0
ADFL,ADLR,17.0
ADFL,AFDL,7.0
ADFL,AFDR,17.0
ADFL,AIAL,17.0
ADFL,AIAR,17.0
ADFL,AIBL,17.0
ADFL,AIBR,17.0
ADFL,AIML,17.0
ADFL,AIMR,17.0
ADFL,AINL,13.0
ADFL,AINR,13.0
ADFL,AIYL,17.0
ADFL,AIYR,17.0
ADFL,AIZL,18.0
ADFL,AIZR,18.0
ADFL,ALA,13.0
ADFL,ALML,15.0
ADFL,ALMR,15.0
ADFL,ALNL,19.0
ADFL,ALNR,19.0
ADFL,AQR,19.0
ADFL,AS01,19.0
ADFL,AS02,19.0
ADFL,AS03,19.0
ADFL,AS04,19.0
ADFL,AS05,19.0
ADFL,AS06,19.0
ADFL,AS07,19.0
ADFL,AS08,19.0
ADFL,AS09,19.0
ADFL,AS10,19.0
ADFL,AS11,19.0
ADFL,ASEL,4.0
ADFL,ASER,18.0
ADFL,ASGL,17.0
ADFL,ASGR,17.0
ADFL,ASHL,17.0
ADFL,ASHR,17.0
ADFL,ASIL,18.0
ADFL,ASIR,18.0
ADFL,ASJL,4.0
ADFL,ASJR,18.0
ADFL,ASKL,8.0
ADFL,ASKR,18.0
ADFL,AUAL,4.0
ADFL,AUAR,18.0
ADFL,AVAL,9.0
ADFL,AVAR,13.0
ADFL,AVBL,17.0
ADFL,AVBR,17.0
ADFL,AVDL,13.0
ADFL,AVDR,13.0
ADFL,AVEL,7.0
ADFL,AVER,17.0
ADFL,AVFL,19.0
ADFL,AVFR,20.0
ADFL,AVG,17.0
ADFL,AVHL,13.0
ADFL,AVHR,13.0
ADFL,AVJL,13.0
ADFL,AVJR,13.0
ADFL,AVKL,17.0
ADFL,AVKR,17.0
ADFL,AVL,17.0
ADFL,AVM,20.0
ADFL,AWAL,17.0
ADFL,AWAR,17.0
ADFL,AWBL,1.0
ADFL,AWBR,17.0
ADFL,AWCL,17.0
ADFL,AWCR,17.0
ADFL,BAGL,9.0
ADFL,BAGR,15.0
ADFL,BDUL,15.0
ADFL,BDUR,15.0
ADFL,CEPDL,18.0
ADFL,CEPDR,16.0
ADFL,CEPVL,18.0
ADFL,CEPVR,18.0
ADFL,DA01,17.0
ADFL,DA02,17.0
ADFL,DA03,17.0
ADFL,DA04,17.0
ADFL,DA05,17.0
ADFL,DA06,17.0
ADFL,DA07,17.0
ADFL,DA08,17.0
ADFL,DA09,17.0
ADFL,DB01,17.0
ADFL,DB02,15.0
ADFL,DB03,17.0
ADFL,DB04,17.0
ADFL,DB05,17.0
ADFL,DB06,17.0
ADFL,DB07,17.0
ADFL,DD01,17.0
ADFL,DD02,17.0
ADFL,DD03,17.0
ADFL,DD04,17.0
ADFL,DD05,17.0
ADFL,DD06,17.0
ADFL,DVA,17.0
ADFL,DVB,18.0
ADFL,DVC,17.0
ADFL,FLPL,18.0
ADFL,FLPR,18.0
ADFL,HSNL,18.0
ADFL,HSNR,18.0
ADFL,IL1DL,14.0
ADFL,IL1DR,14.0
ADFL,IL1L,14.0
ADFL,IL1R,14.0
ADFL,IL1VL,10.0
ADFL,IL1VR,16.0
ADFL,IL2DL,13.0
ADFL,IL2DR,13.0
ADFL,IL2L,13.0
ADFL,IL2R,13.0
ADFL,IL2VL,9.0
ADFL,IL2VR,15.0
ADFL,LUAL,18.0
ADFL,LUAR,18.0
ADFL,OLLL,6.0
ADFL,OLLR,18.0
ADFL,OLQDL,14.0
ADFL,OLQDR,14.0
ADFL,OLQVL,18.0
ADFL,OLQVR,18.0
ADFL,PDA,17.0
ADFL,PDB,19.0
ADFL,PDEL,21.0
ADFL,PDER,21.0
ADFL,PHAL,17.0
ADFL,PHAR,17.0
ADFL,PHBL,18.0
ADFL,PHBR,18.0
ADFL,PHCL,21.0
ADFL,PHCR,21.0
ADFL,PLML,19.0
ADFL,PLMR,19.0
ADFL,PLNL,21.0
ADFL,PLNR,21.0
ADFL,PQR,19.0
ADFL,PVCL,18.0
ADFL,PVCR,18.0
ADFL,PVDL,22.0
ADFL,PVDR,22.0
ADFL,PVM,20.0
ADFL,PVNL,20.0
ADFL,PVNR,20.0
ADFL,PVPL,17.0
ADFL,PVPR,17.0
ADFL,PVQL,17.0
ADFL,PVQR,17.0
ADFL,PVR,17.0
ADFL,PVT,17.0
ADFL,PVWL,19.0
ADFL,PVWR,19.0
ADFL,RIAL,13.0
ADFL,RIAR,13.0
ADFL,RIBL,17.0
ADFL,RIBR,17.0
ADFL,RICL,18.0
ADFL,RICR,18.0
ADFL,RID,13.0
ADFL,RIFL,18.0
ADFL,RIFR,18.0
ADFL,RIGL,17.0
ADFL,RIGR,17.0
ADFL,RIH,17.0
ADFL,RIML,17.0
ADFL,RIMR,17.0
ADFL,RIPL,11.0
ADFL,RIPR,17.0
ADFL,RIR,17.0
ADFL,RIS,17.0
ADFL,RIVL,17.0
ADFL,RIVR,17.0
ADFL,RMDDL,11.0
ADFL,RMDDR,15.0
ADFL,RMDL,7.0
ADFL,RMDR,17.0
ADFL,RMDVL,9.0
ADFL,RMDVR,15.0
ADFL,RMED,13.0
ADFL,RMEL,13.0
ADFL,RMER,13.0
ADFL,RMEV,17.0
ADFL,RMFL,18.0
ADFL,RMFR,18.0
ADFL,RMGL,17.0
ADFL,RMGR,17.0
ADFL,RMHL,18.0
ADFL,RMHR,18.0
ADFL,SAADL,9.0
ADFL,SAADR,15.0
ADFL,SAAVL,17.0
ADFL,SAAVR,17.0
ADFL,SABD,17.0
ADFL,SABVL,18.0
ADFL,SABVR,18.0
ADFL,SDQL,20.0
ADFL,SDQR,20.0
ADFL,SIADL,17.0
ADFL,SIADR,17.0
ADFL,SIAVL,17.0
ADFL,SIAVR,17.0
ADFL,SIBDL,17.0
ADFL,SIBDR,17.0
ADFL,SIBVL,17.0
ADFL,SIBVR,17.0
ADFL,SMBDL,12.0
ADFL,SMBDR,16.0
ADFL,SMBVL,11.0
ADFL,SMBVR,15.0
ADFL,SMDDL,17.0
ADFL,SMDDR,17.0
ADFL,SMDVL,9.0
ADFL,SMDVR,15.0
ADFL,URADL,17.0
ADFL,URADR,15.0
ADFL,URAVL,17.0
ADFL,URAVR,17.0
ADFL,URBL,17.0
ADFL,URBR,17.0
ADFL,URXL,18.0
ADFL,URXR,16.0
ADFL,URYDL,13.0
ADFL,URYDR,13.0
ADFL,URYVL,17.0
ADFL,URYVR,17.0
ADFL,VA01,18.0
ADFL,VA02,20.0
ADFL,VA03,20.0
ADFL,VA04,20.0
ADFL,VA05,20.0
ADFL,VA06,20.0
ADFL,VA07,20.0
ADFL,VA08,20.0
ADFL,VA09,20.0
ADFL,VA10,20.0
ADFL,VA11,20.0
ADFL,VA12,20.0
ADFL,VB01,20.0
ADFL,VB02,19.0
ADFL,VB03,20.0
ADFL,VB04,20.0
ADFL,VB05,20.0
ADFL,VB06,20.0
ADFL,VB07,20.0
ADFL,VB08,20.0
ADFL,VB09,20.0
ADFL,VB10,20.0
ADFL,VB11,20.0
ADFL,VC01,19.0
ADFL,VC02,19.0
ADFL,VC03,19.0
ADFL,VC04,19.0
ADFL,VC05,19.0
ADFL,VD01,18.0
ADFL,VD02,19.0
ADFL,VD03,19.0
ADFL,VD04,19.0
ADFL,VD05,19.0
ADFL,VD06,19.0
ADFL,VD07,19.0
ADFL,VD08,19.0
ADFL,VD09,19.0
ADFL,VD10,19.0
ADFL,VD11,19.0
ADFL,VD12,19.0
ADFL,VD13,19.0
ADFR,ADLL,17.0
ADFR,ADLR,5.0
ADFR,AFDL,17.0
ADFR,AFDR,7.0
ADFR,AIAL,15.0
ADFR,AIAR,13.0
ADFR,AIBL,15.0
ADFR,AIBR,9.0
ADFR,AIML,15.0
ADFR,AIMR,13.0
ADFR,AINL,17.0
ADFR,AINR,17.0
ADFR,AIYL,15.0
ADFR,AIYR,13.0
ADFR,AIZL,16.0
ADFR,AIZR,12.0
ADFR,ALA,17.0
ADFR,ALML,17.0
ADFR,ALMR,17.0
ADFR,ALNL,17.0
ADFR,ALNR,13.0
ADFR,AQR,13.0
ADFR,AS01,13.0
ADFR,AS02,17.0
ADFR,AS03,13.0
ADFR,AS04,17.0
ADFR,AS05,13.0
ADFR,AS06,17.0
ADFR,AS07,13.0
ADFR,AS08,17.0
ADFR,AS09,13.0
ADFR,AS10,17.0
ADFR,AS11,17.0
ADFR,ASEL,18.0
ADFR,ASER,4.0
ADFR,ASGL,15.0
ADFR,ASGR,9.0
ADFR,ASHL,15.0
ADFR,ASHR,13.0
ADFR,ASIL,16.0
ADFR,ASIR,10.0
ADFR,ASJL,18.0
ADFR,ASJR,4.0
ADFR,ASKL,18.0
ADFR,ASKR,8.0
ADFR,AUAL,18.0
ADFR,AUAR,4.0
ADFR,AVAL,17.0
ADFR,AVAR,17.0
ADFR,AVBL,15.0
ADFR,AVBR,13.0
ADFR,AVDL,17.0
ADFR,AVDR,17.0
ADFR,AVEL,17.0
ADFR,AVER,7.0
ADFR,AVFL,13.0
ADFR,AVFR,14.0
ADFR,AVG,13.0
ADFR,AVHL,17.0
ADFR,AVHR,17.0
ADFR,AVJL,17.0
ADFR,AVJR,17.0
ADFR,AVKL,15.0
ADFR,AVKR,13.0
ADFR,AVL,13.0
ADFR,AVM,14.0
ADFR,AWAL,15.0
ADFR,AWAR,9.0
ADFR,AWBL,17.0
ADFR,AWBR,1.0
ADFR,AWCL,15.0
ADFR,AWCR,13.0
ADFR,BAGL,17.0
ADFR,BAGR,17.0
ADFR,BDUL,17.0
ADFR,BDUR,17.0
ADFR,CEPDL,16.0
ADFR,CEPDR,18.0
ADFR,CEPVL,16.0
ADFR,CEPVR,14.0
ADFR,DA01,13.0
ADFR,DA02,15.0
ADFR,DA03,13.0
ADFR,DA04,15.0
ADFR,DA05,13.0
ADFR,DA06,15.0
ADFR,DA07,13.0
ADFR,DA08,13.0
ADFR,DA09,15.0
ADFR,DB01,15.0
ADFR,DB02,17.0
ADFR,DB03,13.0
ADFR,DB04,13.0
ADFR,DB05,15.0
ADFR,DB06,15.0
ADFR,DB07,13.0
ADFR,DD01,15.0
ADFR,DD02,13.0
ADFR,DD03,15.0
ADFR,DD04,13.0
ADFR,DD05,15.0
ADFR,DD06,13.0
ADFR,DVA,13.0
ADFR,DVB,16.0
ADFR,DVC,17.0
ADFR,FLPL,16.0
ADFR,FLPR,12.0
ADFR,HSNL,16.0
ADFR,HSNR,12.0
ADFR,IL1DL,18.0
ADFR,IL1DR,18.0
ADFR,IL1L,18.0
ADFR,IL1R,18.0
ADFR,IL1VL,18.0
ADFR,IL1VR,18.0
ADFR,IL2DL,17.0
ADFR,IL2DR,17.0
ADFR,IL2L,17.0
ADFR,IL2R,17.0
ADFR,IL2VL,17.0
ADFR,IL2VR,17.0
ADFR,LUAL,16.0
ADFR,LUAR,14.0
ADFR,OLLL,18.0
ADFR,OLLR,6.0
ADFR,OLQDL,18.0
ADFR,OLQDR,18.0
ADFR,OLQVL,16.0
ADFR,OLQVR,14.0
ADFR,PDA,13.0
ADFR,PDB,13.0
ADFR,PDEL,19.0
ADFR,PDER,15.0
ADFR,PHAL,15.0
ADFR,PHAR,13.0
ADFR,PHBL,16.0
ADFR,PHBR,12.0
ADFR,PHCL,19.0
ADFR,PHCR,15.0
ADFR,PLML,17.0
ADFR,PLMR,13.0
ADFR,PLNL,19.0
ADFR,PLNR,15.0
ADFR,PQR,17.0
ADFR,PVCL,16.0
ADFR,PVCR,14.0
ADFR,PVDL,20.0
ADFR,PVDR,16.0
ADFR,PVM,18.0
ADFR,PVNL,18.0
ADFR,PVNR,14.0
ADFR,PVPL,15.0
ADFR,PVPR,13.0
ADFR,PVQL,15.0
ADFR,PVQR,11.0
ADFR,PVR,17.0
ADFR,PVT,15.0
ADFR,PVWL,17.0
ADFR,PVWR,13.0
ADFR,RIAL,17.0
ADFR,RIAR,17.0
ADFR,RIBL,15.0
ADFR,RIBR,13.0
ADFR,RICL,16.0
ADFR,RICR,14.0
ADFR,RID,17.0
ADFR,RIFL,16.0
ADFR,RIFR,14.0
ADFR,RIGL,15.0
ADFR,RIGR,13.0
ADFR,RIH,13.0
ADFR,RIML,15.0
ADFR,RIMR,13.0
ADFR,RIPL,17.0
ADFR,RIPR,11.0
ADFR,RIR,13.0
ADFR,RIS,13.0
ADFR,RIVL,15.0
ADFR,RIVR,13.0
ADFR,RMDDL,17.0
ADFR,RMDDR,17.0
ADFR,RMDL,17.0
ADFR,RMDR,7.0
ADFR,RMDVL,17.0
ADFR,RMDVR,17.0
ADFR,RMED,17.0
ADFR,RMEL,17.0
ADFR,RMER,17.0
ADFR,RMEV,15.0
ADFR,RMFL,16.0
ADFR,RMFR,16.0
ADFR,RMGL,15.0
ADFR,RMGR,11.0
ADFR,RMHL,14.0
ADFR,RMHR,14.0
ADFR,SAADL,17.0
ADFR,SAADR,17.0
ADFR,SAAVL,15.0
ADFR,SAAVR,13.0
ADFR,SABD,15.0
ADFR,SABVL,16.0
ADFR,SABVR,14.0
ADFR,SDQL,18.0
ADFR,SDQR,14.0
ADFR,SIADL,15.0
ADFR,SIADR,13.0
ADFR,SIAVL,15.0
ADFR,SIAVR,13.0
ADFR,SIBDL,15.0
ADFR,SIBDR,13.0
ADFR,SIBVL,15.0
ADFR,SIBVR,13.0
ADFR,SMBDL,18.0
ADFR,SMBDR,18.0
ADFR,SMBVL,17.0
ADFR,SMBVR,17.0
ADFR,SMDDL,15.0
ADFR,SMDDR,13.0
ADFR,SMDVL,17.0
ADFR,SMDVR,17.0
ADFR,URADL,15.0
ADFR,URADR,17.0
ADFR,URAVL,15.0
ADFR,URAVR,13.0
ADFR,URBL,15.0
ADFR,URBR,9.0
ADFR,URXL,16.0
ADFR,URXR,18.0
ADFR,URYDL,17.0
ADFR,URYDR,17.0
ADFR,URYVL,15.0
ADFR,URYVR,13.0
ADFR,VA01,12.0
ADFR,VA02,18.0
ADFR,VA03,14.0
ADFR,VA04,18.0
ADFR,VA05,14.0
ADFR,VA06,18.0
ADFR,VA07,14.0
ADFR,VA08,18.0
ADFR,VA09,14.0
ADFR,VA10,18.0
ADFR,VA11,18.0
ADFR,VA12,14.0
ADFR,VB01,14.0
ADFR,VB02,13.0
ADFR,VB03,18.0
ADFR,VB04,14.0
ADFR,VB05,18.0
ADFR,VB06,14.0
ADFR,VB07,18.0
ADFR,VB08,14.0
ADFR,VB09,18.0
ADFR,VB10,14.0
ADFR,VB11,18.0
ADFR,VC01,13.0
ADFR,VC02,17.0
ADFR,VC03,13.0
ADFR,VC04,17.0
ADFR,VC05,13.0
ADFR,VD01,12.0
ADFR,VD02,13.0
ADFR,VD03,17.0
ADFR,VD04,13.0
ADFR,VD05,17.0
ADFR,VD06,13.0
ADFR,VD07,17.0
ADFR,VD08,13.0
ADFR,VD09,17.0
ADFR,VD10,13.0
ADFR,VD11,17.0
ADFR,VD12,17.0
ADFR,VD13,13.0
ADLL,ADLR,17.0
ADLL,AFDL,7.0
ADLL,AFDR,17.0
ADLL,AIAL,17.0
ADLL,AIAR,17.0
ADLL,AIBL,17.0
ADLL,AIBR,17.0
ADLL,AIML,17.0
ADLL,AIMR,17.0
ADLL,AINL,13.0
ADLL,AINR,13.0
ADLL,AIYL,17.0
ADLL,AIYR,17.0
ADLL,AIZL,18.0
ADLL,AIZR,18.0
ADLL,ALA,13.0
ADLL,ALML,15.0
ADLL,ALMR,15.0
ADLL,ALNL,19.0
ADLL,ALNR,19.0
ADLL,AQR,19.0
ADLL,AS01,19.0
ADLL,AS02,19.0
ADLL,AS03,19.0
ADLL,AS04,19.0
ADLL,AS05,19.0
ADLL,AS06,19.0
ADLL,AS07,19.0
ADLL,AS08,19.0
ADLL,AS09,19.0
ADLL,AS10,19.0
ADLL,AS11,19.0
ADLL,ASEL,6.0
ADLL,ASER,18.0
ADLL,ASGL,17.0
ADLL,ASGR,17.0
ADLL,ASHL,17.0
ADLL,ASHR,17.0
ADLL,ASIL,18.0
ADLL,ASIR,18.0
ADLL,ASJL,6.0
ADLL,ASJR,18.0
ADLL,ASKL,8.0
ADLL,ASKR,18.0
ADLL,AUAL,6.0
ADLL,AUAR,18.0
ADLL,AVAL,9.0
ADLL,AVAR,13.0
ADLL,AVBL,17.0
ADLL,AVBR,17.0
ADLL,AVDL,13.0
ADLL,AVDR,13.0
ADLL,AVEL,7.0
ADLL,AVER,17.0
ADLL,AVFL,19.0
ADLL,AVFR,20.0
ADLL,AVG,17.0
ADLL,AVHL,13.0
ADLL,AVHR,13.0
ADLL,AVJL,13.0
ADLL,AVJR,13.0
ADLL,AVKL,17.0
ADLL,AVKR,17.0
ADLL,AVL,17.0
ADLL,AVM,20.0
ADLL,AWAL,17.0
ADLL,AWAR,17.0
ADLL,AWBL,5.0
ADLL,AWBR,17.0
ADLL,AWCL,17.0
ADLL,AWCR,17.0
ADLL,BAGL,9.0
ADLL,BAGR,15.0
ADLL,BDUL,15.0
ADLL,BDUR,15.0
ADLL,CEPDL,18.0
ADLL,CEPDR,16.0
ADLL,CEPVL,18.0
ADLL,CEPVR,18.0
ADLL,DA01,17.0
ADLL,DA02,17.0
ADLL,DA03,17.0
ADLL,DA04,17.0
ADLL,DA05,17.0
ADLL,DA06,17.0
ADLL,DA07,17.0
ADLL,DA08,17.0
ADLL,DA09,17.0
ADLL,DB01,17.0
ADLL,DB02,15.0
ADLL,DB03,17.0
ADLL,DB04,17.0
ADLL,DB05,17.0
ADLL,DB06,17.0
ADLL,DB07,17.0
ADLL,DD01,17.0
ADLL,DD02,17.0
ADLL,DD03,17.0
ADLL,DD04,17.0
ADLL,DD05,17.0
ADLL,DD06,17.0
ADLL,DVA,17.0
ADLL,DVB,18.0
ADLL,DVC,17.0
ADLL,FLPL,18.0
ADLL,FLPR,18.0
ADLL,HSNL,18.0
ADLL,HSNR,18.0
ADLL,IL1DL,14.0
ADLL,IL1DR,14.0
ADLL,IL1L,14.0
ADLL,IL1R,14.0
ADLL,IL1VL,10.0
ADLL,IL1VR,16.0
ADLL,IL2DL,13.0
ADLL,IL2DR,13.0
ADLL,IL2L,13.0
ADLL,IL2R,13.0
ADLL,IL2VL,9.0
ADLL,IL2VR,15.0
ADLL,LUAL,18.0
ADLL,LUAR,18.0
ADLL,OLLL,4.0
ADLL,OLLR,18.0
ADLL,OLQDL,14.0
ADLL,OLQDR,14.0
ADLL,OLQVL,18.0
ADLL,OLQVR,18.0
ADLL,PDA,17.0
ADLL,PDB,19.0
ADLL,PDEL,21.0
ADLL,PDER,21.0
ADLL,PHAL,17.0
ADLL,PHAR,17.0
ADLL,PHBL,18.0
ADLL,PHBR,18.0
ADLL,PHCL,21.0
ADLL,PHCR,21.0
ADLL,PLML,19.0
ADLL,PLMR,19.0
ADLL,PLNL,21.0
ADLL,PLNR,21.0
ADLL,PQR,19.0
ADLL,PVCL,18.0
ADLL,PVCR,18.0
ADLL,PVDL,22.0
ADLL,PVDR,22.0
ADLL,PVM,20.0
ADLL,PVNL,20.0
ADLL,PVNR,20.0
ADLL,PVPL,17.0
ADLL,PVPR,17.0
ADLL,PVQL,17.0
ADLL,PVQR,17.0
ADLL,PVR,17.0
ADLL,PVT,17.0
ADLL,PVWL,19.0
ADLL,PVWR,19.0
ADLL,RIAL,13.0
ADLL,RIAR,13.0
ADLL,RIBL,17.0
ADLL,RIBR,17.0
ADLL,RICL,18.0
ADLL,RICR,18.0
ADLL,RID,13.0
ADLL,RIFL,18.0
ADLL,RIFR,18.0
ADLL,RIGL,17.0
ADLL,RIGR,17.0
ADLL,RIH,17.0
ADLL,RIML,17.0
ADLL,RIMR,17.0
ADLL,RIPL,11.0
ADLL,RIPR,17.0
ADLL,RIR,17.0
ADLL,RIS,17.0
ADLL,RIVL,17.0
ADLL,RIVR,17.0
ADLL,RMDDL,11.0
ADLL,RMDDR,15.0
ADLL,RMDL,7.0
ADLL,RMDR,17.0
ADLL,RMDVL,9.0
ADLL,RMDVR,15.0
ADLL,RMED,13.0
ADLL,RMEL,13.0
ADLL,RMER,13.0
ADLL,RMEV,17.0
ADLL,RMFL,18.0
ADLL,RMFR,18.0
ADLL,RMGL,17.0
ADLL,RMGR,17.0
ADLL,RMHL,18.0
ADLL,RMHR,18.0
ADLL,SAADL,9.0
ADLL,SAADR,15.0
ADLL,SAAVL,17.0
ADLL,SAAVR,17.0
ADLL,SABD,17.0
ADLL,SABVL,18.0
ADLL,SABVR,18.0
ADLL,SDQL,20.0
ADLL,SDQR,20.0
ADLL,SIADL,17.0
ADLL,SIADR,17.0
ADLL,SIAVL,17.0
ADLL,SIAVR,17.0
ADLL,SIBDL,17.0
ADLL,SIBDR,17.0
ADLL,SIBVL,17.0
ADLL,SIBVR,17.0
ADLL,SMBDL,12.0
ADLL,SMBDR,16.0
ADLL,SMBVL,11.0
ADLL,SMBVR,15.0
ADLL,SMDDL,17.0
ADLL,SMDDR,17.0
ADLL,SMDVL,9.0
ADLL,SMDVR,15.0
ADLL,URADL,17.0
ADLL,URADR,15.0
ADLL,URAVL,17.0
ADLL,URAVR,17.0
ADLL,URBL,17.0
ADLL,URBR,17.0
ADLL,URXL,18.0
ADLL,URXR,16.0
ADLL,URYDL,13.0
ADLL,URYDR,13.0
ADLL,URYVL,17.0
ADLL,URYVR,17.0
ADLL,VA01,18.0
ADLL,VA02,20.0
ADLL,VA03,20.0
ADLL,VA04,20.0
ADLL,VA05,20.0
ADLL,VA06,20.0
ADLL,VA07,20.0
ADLL,VA08,20.0
ADLL,VA09,20.0
ADLL,VA10,20.0
ADLL,VA11,20.0
ADLL,VA12,20.0
ADLL,VB01,20.0
ADLL,VB02,19.0
ADLL,VB03,20.0
ADLL,VB04,20.0
ADLL,VB05,20.0
ADLL,VB06,20.0
ADLL,VB07,20.0
ADLL,VB08,20.0
ADLL,VB09,20.0
ADLL,VB10,20.0
ADLL,VB11,20.0
ADLL,VC01,19.0
ADLL,VC02,19.0
ADLL,VC03,19.0
ADLL,VC04,19.0
ADLL,VC05,19.0
ADLL,VD01,18.0
ADLL,VD02,19.0
ADLL,VD03,19.0
ADLL,VD04,19.0
ADLL,VD05,19.0
ADLL,VD06,19.0
ADLL,VD07,19.0
ADLL,VD08,19.0
ADLL,VD09,19.0
ADLL,VD10,19.0
ADLL,VD11,19.0
ADLL,VD12,19.0
ADLL,VD13,19.0
ADLR,AFDL,17.0
ADLR,AFDR,7.0
ADLR,AIAL,15.0
ADLR,AIAR,13.0
ADLR,AIBL,15.0
ADLR,AIBR,9.0
ADLR,AIML,15.0
ADLR,AIMR,13.0
ADLR,AINL,17.0
ADLR,AINR,17.0
ADLR,AIYL,15.0
ADLR,AIYR,13.0
ADLR,AIZL,16.0
ADLR,AIZR,12.0
ADLR,ALA,17.0
ADLR,ALML,17.0
ADLR,ALMR,17.0
ADLR,ALNL,17.0
ADLR,ALNR,13.0
ADLR,AQR,13.0
ADLR,AS01,13.0
ADLR,AS02,17.0
ADLR,AS03,13.0
ADLR,AS04,17.0
ADLR,AS05,13.0
ADLR,AS06,17.0
ADLR,AS07,13.0
ADLR,AS08,17.0
ADLR,AS09,13.0
ADLR,AS10,17.0
ADLR,AS11,17.0
ADLR,ASEL,18.0
ADLR,ASER,6.0
ADLR,ASGL,15.0
ADLR,ASGR,9.0
ADLR,ASHL,15.0
ADLR,ASHR,13.0
ADLR,ASIL,16.0
ADLR,ASIR,10.0
ADLR,ASJL,18.0
ADLR,ASJR,6.0
ADLR,ASKL,18.0
ADLR,ASKR,8.0
ADLR,AUAL,18.0
ADLR,AUAR,6.0
ADLR,AVAL,17.0
ADLR,AVAR,17.0
ADLR,AVBL,15.0
ADLR,AVBR,13.0
ADLR,AVDL,17.0
ADLR,AVDR,17.0
ADLR,AVEL,17.0
ADLR,AVER,7.0
ADLR,AVFL,13.0
ADLR,AVFR,14.0
ADLR,AVG,13.0
ADLR,AVHL,17.0
ADLR,AVHR,17.0
ADLR,AVJL,17.0
ADLR,AVJR,17.0
ADLR,AVKL,15.0
ADLR,AVKR,13.0
ADLR,AVL,13.0
ADLR,AVM,14.0
ADLR,AWAL,15.0
ADLR,AWAR,9.0
ADLR,AWBL,17.0
ADLR,AWBR,5.0
ADLR,AWCL,15.0
ADLR,AWCR,13.0
ADLR,BAGL,17.0
ADLR,BAGR,17.0
ADLR,BDUL,17.0
ADLR,BDUR,17.0
ADLR,CEPDL,16.0
ADLR,CEPDR,18.0
ADLR,CEPVL,16.0
ADLR,CEPVR,14.0
ADLR,DA01,13.0
ADLR,DA02,15.0
ADLR,DA03,13.0
ADLR,DA04,15.0
ADLR,DA05,13.0
ADLR,DA06,15.0
ADLR,DA07,13.0
ADLR,DA08,13.0
ADLR,DA09,15.0
ADLR,DB01,15.0
ADLR,DB02,17.0
ADLR,DB03,13.0
ADLR,DB04,13.0
ADLR,DB05,15.0
ADLR,DB06,15.0
ADLR,DB07,13.0
ADLR,DD01,15.0
ADLR,DD02,13.0
ADLR,DD03,15.0
ADLR,DD04,13.0
ADLR,DD05,15.0
ADLR,DD06,13.0
ADLR,DVA,13.0
ADLR,DVB,16.0
ADLR,DVC,17.0
ADLR,FLPL,16.0
ADLR,FLPR,12.0
ADLR,HSNL,16.0
ADLR,HSNR,12.0
ADLR,IL1DL,18.0
ADLR,IL1DR,18.0
ADLR,IL1L,18.0
ADLR,IL1R,18.0
ADLR,IL1VL,18.0
ADLR,IL1VR,18.0
ADLR,IL2DL,17.0
ADLR,IL2DR,17.0
ADLR,IL2L,17.0
ADLR,IL2R,17.0
ADLR,IL2VL,17.0
ADLR,IL2VR,17.0
ADLR,LUAL,16.0
ADLR,LUAR,14.0
ADLR,OLLL,18.0
ADLR,OLLR,4.0
ADLR,OLQDL,18.0
ADLR,OLQDR,18.0
ADLR,OLQVL,16.0
ADLR,OLQVR,14.0
